一	〔一一｜yiaa〕
益	〔丷皿｜yibm〕
兼	〔丷ㄟ｜jmbn〕
朔	〔丷月｜uobo〕
郸	〔丷阝｜djbe〕
烤	〔火フ｜kchv〕
烘	〔火八｜hshb〕
烜	〔火一｜xrha〕
烦	〔火人｜fjhr〕
烧	〔火兀｜uchw〕
烛	〔火虫｜vuhi〕
烟	〔火大｜yjhd〕
烨	〔火十｜yehu〕
烩	〔火厶｜hvhs〕
烙	〔火口｜lchk・lohk〕
烊	〔火羊｜yhhy〕
剡	〔火刂｜ujhd・yjhd〕
郯	〔火阝｜tjhe〕
烬	〔火丶｜jbhd〕
递	〔辶ノ｜dizp〕
涛	〔氵寸｜tcdc〕
浙	〔氵斤｜vedj〕
涝	〔氵力｜lcdl〕
浡	〔氵子｜bodz〕
浦	〔氵甫｜pudf〕
涑	〔氵束｜sudu〕
浯	〔氵口｜wudk〕
酒	〔氵酉yǒu｜jqdy〕
涞	〔氵来｜lddl〕
涟	〔氵辶｜lmdz〕
涉	〔氵ノ｜uedp〕
娑	〔氵女｜sodn〕
消	〔氵月｜xndo〕
涅	〔氵土｜npdt〕
涠	〔氵韦｜wwdw〕
浞	〔氵人｜vodr〕
涓	〔氵月｜jrdo〕
涢	〔氵人｜yydr〕
涡	〔氵内｜godn・wodn〕
浥	〔氵巴｜yidb〕
涔	〔氵フ｜cfdv〕
浩	〔氵口｜hcdk〕
海	〔氵母｜hddm〕
浜	〔氵八｜bhdb〕
涂	〔氵余下｜tudh〕
浠	〔氵巾｜xidj〕
浴	〔氵口｜yudk〕
浮	〔氵子｜fudz〕
涣	〔氵大｜hrdd〕
浼	〔氵フ｜mwdv〕
涤	〔氵朩｜didm〕
流	〔氵フ｜lqdv〕
润	〔氵王｜rydw〕
涧	〔氵日｜jmdo〕
涕	〔氵ノ｜tidp〕
浣	〔氵儿｜hrde〕
浪	〔氵良｜lhdl〕
浸	〔氵又｜jbdy〕
涨	〔氵长｜vhdi〕
烫	〔氵火｜thdh〕
涩	〔氵止｜sedv〕
涌	〔氵用｜ysdy〕
涘	〔氵矢｜sidu〕
浚	〔氵夂｜jydw・xydw〕
悖	〔忄子｜bwxz〕
悚	〔忄束｜ssxu〕
悟	〔忄口｜wuxk〕
悭	〔忄土｜qmxt〕
悄	〔忄月｜qnxo〕
悍	〔忄干｜hjxg〕
悝	〔忄里｜kvxl・lixl〕
悃	〔忄木｜kyxm〕
悒	〔忄巴｜yixb〕
悔	〔忄母｜hvxm〕
悯	〔忄文｜mbxw〕
悦	〔忄儿｜ytxe〕
悌	〔忄ノ｜tixp〕
悢	〔忄良｜llxl〕
悛	〔忄夂｜qrxw〕
害	〔宀口｜hdbk〕
宽	〔宀见下｜krbe〕
宸	〔宀ㄟ｜ifbn〕
家	〔宀豕shǐ｜jxbu〕
宵	〔宀月｜xnbo〕
宴	〔宀女｜yjbn〕
宾	〔宀八｜bbbb〕
窍	〔宀フ｜qnbv〕
窅	〔宀目｜ycbo〕
窄	〔宀乍｜vdbv〕
容	〔宀口｜rsbk〕
窈	〔宀力｜ycbl〕
剜	〔宀刂｜wjbd〕
宰	〔宀十｜zdbu〕
案	〔宀木｜anbm〕
请	〔讠月｜qkyo〕
朗	〔丶月｜lhdo〕
诸	〔讠日｜vuyo〕
诹	〔讠又｜zzyy〕
诺	〔讠口｜noyk〕
读	〔讠大｜dzyd・duyd〕
扅	〔户夕｜yihx〕
诼	〔讠ㄟ｜voyn〕
冢	〔冖ㄟ｜vsbn〕
扇	〔户习｜ujhx〕
诽	〔讠非｜fwyf〕
袜	〔衤末｜wapm〕
袪	〔衤厶｜qups〕
袒	〔衤一｜tjpa〕
袖	〔衤由｜xqpy〕
袗	〔衤ノ｜vfpp〕
袍	〔衤巳sì｜pcps〕
袢	〔衤半｜pjpb〕
被	〔衤又｜bwpy・pipy〕
袯	〔衤丶｜bopd〕
祯	〔礻人｜vfpr〕
祧	〔礻丶｜tnpd〕
祥	〔礻羊｜xlpy〕
课	〔讠果｜keyg〕
冥	〔冖八｜mkbb〕
诿	〔讠女｜wwyn〕
谀	〔讠臾yú｜yuyy〕
谁	〔讠｜uwyf・uvyf〕
谂	〔讠心｜ufyx〕
调	〔讠口｜dnyk・tnyk〕
冤	〔冖丶｜yrbd〕
谄	〔讠臼｜ijyj〕
谅	〔讠小｜llyx〕
谆	〔讠子｜vyyz〕
谇	〔讠十｜svyu〕
谈	〔讠火｜tjyh〕
谊	〔讠且｜yiyq〕
剥	〔彐刂｜bced・boed〕
恳	〔艮心｜kfgx〕
展	〔尸ㄟ｜vjun〕
剧	〔尸刂｜juud〕
屑	〔尸月｜xpuo〕
屐	〔尸又｜jiuy〕
屙	〔尸口｜eeuk〕
弱	〔弓冫｜rogd〕
陵	〔阝夂｜lkew〕
陬	〔阝又｜zzey〕
勐	〔子力｜mgzl〕
奘	〔爿pán大｜vlpd・zhpd〕
疍	〔フ一｜djva〕
牂	〔爿pán羊｜zhpy〕
蚩	〔フ虫｜iivi〕
祟	〔出小｜svix〕
陲	〔阝垂｜ivei〕
陴	〔阝十｜pieu〕
陶	〔阝缶fǒu｜tcef〕
陷	〔阝臼｜xmej〕
陪	〔阝口｜pwek〕
烝	〔了灬｜vglh〕
姬	〔女丨｜jinl〕
娠	〔女ㄟ｜ufnn〕
娱	〔女天｜yunt〕
娌	〔女里｜linl〕
娉	〔女フ｜pknv〕
娟	〔女月｜jrno〕
娲	〔女内｜wann〕
恕	〔女心｜uunx〕
娥	〔女我｜eenw〕
娩	〔女フ｜mmnv〕
娴	〔女木｜xmnm〕
娣	〔女ノ｜dinp〕
娘	〔女良｜nlnl〕
娓	〔女毛｜wwnm〕
婀	〔女口｜eenk〕
砮	〔女石｜nunu〕
哿	〔力口｜gelk〕
畚	〔厶田｜bfst〕
通	〔辶用｜tszy〕
能	〔厶匕｜ngsb〕
难	〔又｜njyf〕
逡	〔辶夂｜qyzw〕
预	〔人｜yusr〕
桑	〔又木｜shym〕
剟	〔又刂｜doyd〕
绠	〔纟更｜ggsg〕
骊	〔马丽｜liml〕
绡	〔纟月｜xnso〕
骋	〔马フ｜igmv〕
绢	〔纟月｜jrso〕
绣	〔纟乃｜xqsn〕
验	〔马一｜yjma〕
绤	〔纟口｜xisk〕
绥	〔纟女｜svsn〕
绦	〔纟朩｜tcsm〕
骍	〔马十｜xkmu〕
继	〔纟フ｜jisv〕
绨	〔纟ノ｜tisp〕
骎	〔马又｜qbmy〕
骏	〔马夂｜jymw〕
邕	〔フ巴｜ysvb〕
鸶	〔丝鸟｜sisn〕
赊	〔冂小｜uekx〕
彗	〔丰彐｜hvfe〕
耜	〔耒lěi㠯｜silk〕
焘	〔寿上灬｜dcfh・tcfh〕
舂	〔寿上臼｜isfj〕
琎	〔王辶｜jbwz〕
球	〔王求｜qqwq〕
琏	〔王辶｜lmwz〕
琐	〔王人｜sowr〕
理	〔王里｜liwl〕
琇	〔王乃｜xqwn〕
麸	〔夫｜fuff〕
琉	〔王フ｜lqwv〕
琅	〔王良｜lhwl〕
捧	〔扌丨｜pgfl〕
掭	〔扌｜tmfx〕
堵	〔土日｜duto〕
揶	〔扌阝｜yefe〕
措	〔扌日｜cofo〕
描	〔扌田｜mnft〕
埴	〔土具上｜vitq〕
域	〔土一｜yuta〕
捺	〔扌小｜nafx〕
掎	〔扌口｜jifk〕
埼	〔土口｜qitk〕
掩	〔扌电｜yjfd〕
埯	〔土电｜antd〕
捷	〔扌人｜jpfr〕
捯	〔扌刂｜dcfd〕
排	〔扌非｜pdff〕
焉	〔正灬｜yjvh〕
掉	〔扌十｜dnfu〕
掳	〔扌力｜lufl〕
掴	〔扌玉｜gofy〕
埸	〔土勿｜yitw〕
堌	〔土口｜gutk〕
捶	〔扌垂｜ivfi〕
赦	〔土攵｜uetw〕
赧	〔土又｜njty〕
推	〔扌｜tvff〕
堆	〔土｜dvtf〕
捭	〔扌十｜bdfu〕
埠	〔土十｜butu〕
掀	〔扌人｜xmfr〕
逵	〔辶土｜kvzt〕
授	〔扌又｜uzfy〕
捻	〔扌心｜nmfx〕
埝	〔土心｜nmtx〕
堋	〔土月｜bgto・pgto〕
教	〔耂攵｜jnlw〕
堍	〔土丶｜tutd〕
掏	〔扌缶fǒu｜tcff〕
掐	〔扌臼｜qxfj〕
掬	〔扌米｜jufm〕
鸷	〔扌鸟｜vifn〕
掠	〔扌小｜ltfx〕
掂	〔扌口｜dmfk〕
掖	〔扌ㄟ｜yefn〕
培	〔土口｜pwtk〕
掊	〔扌口｜pzfk〕
接	〔扌女｜jpfn〕
堉	〔土月｜yuto〕
掷	〔扌阝｜vife〕
掸	〔扌丨｜djfl・ujfl〕
控	〔扌工｜ksfg〕
捩	〔扌犬｜lpfq〕
掮	〔扌月｜qmfo〕
探	〔扌木｜tjfm〕
悫	〔士心｜qtux〕
埭	〔土ㄟ｜ddtn〕
埽	〔土巾｜sctj〕
据	〔扌口｜jufk〕
掘	〔扌出｜jtfi〕
掺	〔扌ノ｜cjfp・ijfp・ujfp・xmfp〕
掇	〔扌又｜dofy〕
掼	〔扌人｜grfr〕
职	〔耳八｜vieb〕
聃	〔耳冉｜djer〕
基	〔其上土｜jiqt〕
聆	〔耳｜lkes〕
勘	〔其上力｜kjql〕
聊	〔耳卩｜lnee〕
聍	〔耳丁｜nked〕
娶	〔耳女｜quen〕
菁	〔艹月｜jkco〕
菝	〔艹丶｜bacd〕
著	〔艹日｜voco・vuco〕
菱	〔艹夂｜lkcw〕
萁	〔艹八｜qicb〕
菥	〔艹斤｜xicj〕
菘	〔艹厶｜sscs〕
堇	〔廿niàn一｜jbna〕
勒	〔革力｜legl・lwgl〕
黄	〔艹八｜hlcb〕
萘	〔艹小｜ndcx〕
萋	〔艹女｜qicn〕
勚	〔世力｜yiul〕
菲	〔艹非｜fwcf〕
菽	〔艹又｜uucy〕
菖	〔艹日｜ihco〕
萌	〔艹月｜mgco〕
萜	〔艹口｜tpck〕
萝	〔艹夕｜locx〕
菌	〔艹禾｜jych〕
萎	〔艹女｜wwcn〕
萸	〔艹臾yú｜yucy〕
萑	〔艹｜hrcf〕
菂	〔艹勺｜dicu〕
菜	〔艹木｜cdcm〕
棻	〔艹木｜ffcm〕
菔	〔艹又｜fucy〕
菟	〔艹丶｜tucd〕
萄	〔艹缶fǒu｜tccf〕
萏	〔艹臼｜djcj〕
菊	〔艹米｜jucm〕
萃	〔艹十｜cvcu〕
菩	〔艹口｜puck〕
菼	〔艹火｜tjch〕
菏	〔艹口｜heck〕
萍	〔艹平｜pkcp〕
菹	〔艹且｜zucq〕
菠	〔艹又｜bocy〕
菪	〔艹石｜dhcu〕
菅	〔艹㠯｜jmck〕
菀	〔艹フ｜wjcv・yycv〕
萤	〔艹虫｜ykci〕
营	〔艹口｜ykck〕
萦	〔艹小｜ykcx〕
乾	〔十乞｜qmuq〕
萧	〔艹肃｜xncs〕
菰	〔艹瓜｜gucg〕
菡	〔艹凵｜hjck〕
萨	〔艹产｜saci〕
菇	〔艹口｜guck〕
械	〔木廾｜xpmc〕
梽	〔木心｜vimx〕
彬	〔木ノ｜bbmp〕
梵	〔木凡｜fjmf〕
梦	〔木夕｜mgmx〕
婪	〔木女｜ljmn〕
梗	〔木更｜ggmg〕
梧	〔木口｜wumk〕
梾	〔木来｜ldml〕
梢	〔木月｜scmo・ucmo〕
梏	〔木口｜gumk〕
梅	〔木母｜mwmm〕
觋	〔工见下｜xige〕
检	〔木一｜jmma〕
桴	〔木子｜fumz〕
桷	〔木用｜jtmy〕
梓	〔木十｜zimu〕
梳	〔木フ｜uumv〕
棁	〔木儿｜vome〕
梯	〔木ノ｜timp〕
桫	〔木少｜somu〕
棂	〔木火｜lkmh〕
桶	〔木用｜tsmy〕
梭	〔木夂｜somw〕
救	〔求攵｜jqqw〕
啬	〔十口｜seuk〕
郾	〔匚阝｜yjke〕
匮	〔匚人｜kvkr・gvkr〕
曹	〔一日｜ccao〕
敕	〔束攵｜iiuw〕
副	〔一刂｜fuad〕
豉	〔一又｜iiay〕
票	〔西小｜pnxx〕
鄄	〔西阝｜jrxe〕
酝	〔酉yǒu厶｜yyys〕
酞	〔酉yǒu太｜tdyt〕
酗	〔酉yǒu凵｜xuyk〕
酚	〔酉yǒu刀｜ffyd〕
厢	〔厂目｜xlio〕
厣	〔厂甲｜yjij〕
戚	〔戊wù小｜qiwx〕
戛	〔一戈｜gaag・jxag〕
硎	〔石刂｜xkud〕
硅	〔石土｜gvut〕
硭	〔石亡｜mhuw〕
硒	〔石西｜xiux〕
硕	〔石人｜uour〕
硖	〔石夹｜xxuj〕
硗	〔石兀｜qnuw〕
硐	〔石口｜dsuk〕
硚	〔石丨｜qnul〕
硇	〔石乂｜ncux〕
硌	〔石口｜geuk・louk〕
鸸	〔而鸟｜eren〕
瓠	〔大瓜｜hudg〕
匏	〔大巳sì｜pcds〕
奢	〔大日｜uedo〕
盔	〔皿｜kvum〕
爽	〔大乂｜uldx〕
厩	〔厂フ｜jqiv〕
聋	〔龙耳｜lsle〕
龚	〔龙八｜gslb〕
殒	〔歹人｜yydr〕
殓	〔歹一｜lmda〕
殍	〔歹子｜pndz〕
盛	〔成皿｜igim・ugim〕
赉	〔来人｜ldlr〕
匾	〔匚艹｜bmkc〕
雩	〔雨亏｜yuyk〕
雪	〔雨彐｜xtye〕
辄	〔车フ｜veiv〕
辅	〔车甫｜fuif〕
辆	〔车两｜llil〕
堑	〔车土｜qmit〕
龁	〔止乞｜hevq〕
颅	〔丨人｜lulr〕
虚	〔虍业｜xuhy〕
彪	〔虍ノ｜bnhp〕
雀	〔少｜qnuf・qtuf〕
堂	〔土｜thxt〕
常	〔巾｜ihxj〕
眶	〔目王｜klow〕
眭	〔目土｜gvot・svot〕
唪	〔口丨｜fgkl〕
眦	〔目匕｜ziob〕
啧	〔口人｜zekr〕
匙	〔日匕｜iiob・uiob〕
晡	〔日甫｜buof〕
晤	〔日口｜wuok〕
晨	〔日ㄟ｜ifon〕
眺	〔目丶｜tnod〕
眵	〔目夕｜iiox〕
睁	〔目丨｜vgol〕
眯	〔目米｜miom〕
眼	〔目艮｜yjog〕
眸	〔目牛｜mzon〕
悬	〔且心｜xrqx〕
野	〔里丨｜yell〕
圊	〔囗月｜qkko〕
啪	〔口白｜pakb〕
啦	〔口立｜lakl〕
喏	〔口口｜nokk・rekk〕
喵	〔口田｜mnkt〕
啉	〔口木｜lbkm・ljkm〕
勖	〔冂力｜xukl〕
曼	〔日又｜mjoy〕
晦	〔日母｜hvom〕
晞	〔日巾｜xioj〕
晗	〔日口｜hjok〕
晚	〔日フ｜wjov〕
冕	〔冂フ｜mmkv〕
啄	〔口ㄟ｜vokn〕
啭	〔口专｜vrkv〕
啡	〔口非｜fwkf〕
畦	〔田土｜qitt〕
趼	〔开｜jmzk〕
趺	〔夫｜fuzf〕
距	〔巨｜juzj〕
趾	〔止｜vizv〕
啃	〔口月｜kfko〕
跃	〔夭｜ytzy〕
啮	〔口凵｜npkk〕
跄	〔フ｜qlzv〕
略	〔田口｜lttk〕
蚶	〔虫甘｜hjig〕
蛄	〔虫口｜guik〕
蛎	〔虫万｜liiw〕
蛆	〔虫且｜quiq〕
蚰	〔虫由｜yziy〕
蚺	〔虫冉｜rjir〕
蛊	〔虫皿｜guim〕
圉	〔囗干｜yukg〕
蚱	〔虫乍｜vaiv〕
蚯	〔虫丘｜qqiq〕
蛉	〔虫｜lkis〕
蛀	〔虫主｜vuiv〕
蛇	〔虫匕｜ueib・yiib〕
蛏	〔虫土｜igit〕
蚴	〔虫力｜yzil〕
唬	〔口几｜hukj〕
累	〔田小｜lwtx〕
鄂	〔口阝｜eeke〕
唱	〔口日｜ihko〕
患	〔串心｜hrix〕
啰	〔口夕｜lokx〕
唾	〔口垂｜toki〕
唯	〔口｜wwkf〕
啤	〔口十｜piku〕
啥	〔口口｜uakk〕
啁	〔口口｜tnkk・vckk・vzkk〕
啕	〔口缶fǒu｜tckf〕
唿	〔口心｜hukx〕
啐	〔口十｜cvku・qiku〕
唼	〔口女｜uakn〕
唷	〔口月｜yoko〕
啴	〔口丨｜tjkl・tokl・ijkl〕
啖	〔口火｜djkh〕
啵	〔口又｜boky〕
啶	〔口人｜dkkr〕
啷	〔口阝｜lhke〕
唳	〔口犬｜likq〕
啸	〔口肃｜xnks〕
啜	〔口又｜ikky・ioky〕
帻	〔巾人｜zejr〕
崖	〔山土｜yaet〕
崎	〔山口｜qiek〕
崦	〔山电｜yjed〕
崭	〔山斤｜vjej〕
逻	〔辶夕｜lozx〕
帼	〔巾玉｜gojy〕
崮	〔山口｜guek〕
崔	〔山｜cvef〕
帷	〔巾｜wwjf〕
崟	〔山金｜ybej〕
崤	〔山月｜xneo〕
崩	〔山月｜bgeo〕
崞	〔山子｜goez〕
崇	〔山小｜isex〕
崆	〔山工｜kseg〕
崛	〔山出｜jtei〕
赇	〔冂求｜qqkq〕
赈	〔冂ㄟ｜vfkn〕
婴	〔冂女｜ykkn〕
圈	〔囗フ｜jrkv・qrkv〕
铐	〔钅フ｜kcjv〕
铑	〔钅匕｜lcjb〕
铒	〔钅耳｜erje〕
铕	〔钅月｜yzjo〕
铗	〔钅夹｜jxjj〕
铘	〔钅阝｜yeje〕
铙	〔钅兀｜ncjw〕
铚	〔钅土｜vijt〕
铛	〔钅彐｜dhje・igje〕
铜	〔钅口｜tsjk〕
铝	〔钅口｜lvjk〕
铞	〔钅巾｜dnjj〕
铟	〔钅大｜ybjd〕
铠	〔钅己｜kdjj〕
铡	〔钅刂｜vajd〕
铢	〔钅朱｜vujv〕
铣	〔钅儿｜xije・xmje〕
铤	〔钅廴｜dkjz・tkjz〕
铥	〔钅厶｜dqjs〕
铧	〔钅十｜hxju〕
铨	〔钅王｜qrjw〕
铩	〔钅朩｜uajm〕
铪	〔钅口｜hajk・kejk〕
铫	〔钅丶｜dnjd・ycjd・tnjd〕
铭	〔钅口｜mkjk〕
铬	〔钅口｜gejk〕
铮	〔钅丨｜vgjl〕
铯	〔钅巴｜sejb〕
铰	〔钅乂｜jnjx〕
铱	〔钅𧘇｜yijy〕
铲	〔钅产｜ijji〕
铳	〔钅儿｜isje〕
铴	〔钅ノ｜thjp〕
铵	〔钅女｜anjn〕
银	〔钅艮｜ybjg〕
铷	〔钅口｜rujk〕
矫	〔矢丨｜jnul〕
氪	〔气儿｜keqe〕
牾	〔牛口｜wunk〕
甜	〔千甘｜tmqg〕
鸹	〔千鸟｜gxqn〕
秸	〔禾口｜jphk〕
梨	〔禾木｜lihm〕
犁	〔禾牛｜lihn〕
稆	〔禾口｜lvhk〕
秽	〔禾夕｜hvhx〕
移	〔禾夕｜yihx〕
秾	〔禾农｜nshn〕
逶	〔辶女｜wwzn〕
笺	〔戋jiān｜jmvj〕
筇	〔阝｜qsve〕
笨	〔本｜bfvb〕
笸	〔口｜povk〕
笼	〔龙｜lsvl〕
笪	〔一｜dava〕
笛	〔由｜divy〕
笙	〔生｜ugvu〕
笮	〔乍｜zovv・zevv〕
符	〔寸｜fuvc〕
笱	〔口｜gzvk〕
笠	〔立｜livl〕
笥	〔口｜sivk〕
第	〔ノ｜divp〕
笳	〔口｜jxvk〕
笤	〔口｜tnvk〕
笾	〔辶｜bmvz〕
笞	〔口｜iivk〕
敏	〔ノ攵｜mbpw〕
偾	〔亻人｜ffrr〕
做	〔亻攵｜zorw〕
鸺	〔亻鸟｜xqrn〕
偃	〔亻女｜yjrn〕
偕	〔亻白｜xprb〕
袋	〔亻𧘇｜ddry〕
悠	〔亻心｜yzrx〕
偿	〔亻厶｜ihrs〕
偶	〔亻禺yú｜oury〕
偈	〔亻フ｜jirv・jprv〕
偎	〔亻ㄟ｜wwrn〕
偲	〔亻心｜cdrx・sirx〕
傀	〔亻鬼｜gvrg・kvrg〕
偷	〔亻刂｜tzrd〕
您	〔亻心｜nbrx〕
偬	〔亻心｜zsrx〕
售	〔亻口｜uzrk〕
停	〔亻丁｜tkrd〕
偻	〔亻女｜lvrn・lzrn〕
偏	〔亻艹｜pmrc〕
躯	〔身乂｜quux〕
皑	〔白己｜aibj〕
兜	〔白儿｜dzbe・dzpe〕
皎	〔白乂｜jnbx〕
假	〔亻又｜jxry〕
衅	〔血半｜xbxb〕
鸻	〔彳chì鸟｜hgin〕
徘	〔彳chì非｜pdif〕
徙	〔彳chì人｜xiir〕
得	〔彳chì寸｜deic・dwic〕
衔	〔彳chì亍chù｜xmii〕
舸	〔舟口｜gevk〕
舻	〔舟尸｜luvu〕
舳	〔舟由｜vuvy〕
盘	〔舟皿｜pjvm〕
舴	〔舟乍｜zevv〕
舶	〔舟白｜bovb〕
船	〔舟口｜irvk〕
鸼	〔舟鸟｜vzvn〕
舷	〔舟幺｜xmvy〕
舵	〔舟匕｜dovb〕
斜	〔人十｜xpru〕
龛	〔人龙｜kjrl〕
盒	〔人皿｜herm〕
鸽	〔人鸟｜gern〕
瓻	〔乂瓦｜iixw〕
敛	〔人攵｜lmrw〕
悉	〔ノ心｜xipx〕
欲	〔八人｜yubr〕
彩	〔ノノ｜cdpp〕
领	〔人人｜lkrr〕
翎	〔人习｜lkrx〕
脚	〔月卩｜jnoe〕
脖	〔月子｜booz〕
脯	〔月甫｜puof・fuof〕
豚	〔月豕shǐ｜tyou〕
脶	〔月内｜loon〕
脸	〔月一｜lmoa〕
脞	〔月土｜coot〕
脬	〔月子｜pcoz〕
脱	〔月儿｜tooe〕
脘	〔月儿｜wjoe〕
脲	〔月水｜nnou〕
匐	〔勹田｜fubt〕
鱾	〔鱼己｜jiaj〕
象	〔ㄟ｜xldn〕
够	〔勹夕｜gzbx〕
逸	〔辶丶｜yizd〕
猜	〔犭月｜cdqo〕
猪	〔犭日｜vuqo〕
猎	〔犭日｜lpqo〕
猫	〔犭田｜mcqt〕
猗	〔犭口｜yiqk〕
凰	〔几王｜hljw〕
猖	〔犭日｜ihqo〕
猡	〔犭夕｜loqx〕
猊	〔犭儿｜niqe〕
猞	〔犭口｜ueqk〕
猄	〔犭小｜jkqx〕
猝	〔犭十｜cuqu〕
斛	〔十｜hudu〕
觖	〔夬guài｜jtdg〕
猕	〔犭小｜miqx〕
猛	〔犭皿｜mgqm〕
馗	〔九自｜kvjz〕
祭	〔ノ小｜jipx・vdpx〕
馃	〔饣果｜goug〕
馄	〔饣匕｜hyub〕
馅	〔饣臼｜xmuj〕
馆	〔饣㠯｜gruk〕
凑	〔冫天｜czdt〕
减	〔冫口｜jmdk〕
鸾	〔亠鸟｜lrwn〕
毫	〔亠毛｜hcwm〕
孰	〔亠丸｜uuww〕
烹	〔亠灬｜pgwh〕
庶	〔广灬｜uugh〕
庹	〔广尺｜togi〕
麻	〔广木｜magm〕
庵	〔广电｜angd〕
庼	〔广人｜qkgr〕
庾	〔广臾yú｜yugy〕
庳	〔广十｜bwgu〕
痔	〔疒寸｜vibc〕
痍	〔疒夷｜yiby〕
疵	〔疒匕｜cibb〕
痊	〔疒王｜qrbw〕
痒	〔疒羊｜yhby〕
痕	〔疒艮｜hfbg〕
廊	〔广阝｜lhge〕
康	〔广ㄟ｜khgn〕
庸	〔广丨｜ysgl〕
鹿	〔广匕｜lugb〕
盗	〔冫皿｜dcdm〕
章	〔立十｜vhlu〕
竟	〔立儿｜jkle〕
翊	〔立习｜yilx〕
商	〔亠口｜uhwk〕
旌	〔方生｜jkfu〕
族	〔方矢｜zufu〕
旎	〔方匕｜nifb〕
旋	〔方人｜xrfr〕
望	〔亡王｜whww〕
袤	〔亠𧘇｜mcwy〕
率	〔亠十｜lvwu・ukwu〕
阇	〔门日｜uemo・dumo〕
阈	〔门一｜yuma〕
阉	〔门电｜yjmd〕
阊	〔门日｜ihmo〕
阋	〔门儿｜xime〕
阌	〔门又｜wfmy〕
阍	〔门日｜hymo〕
阎	〔门臼｜yjmj〕
阏	〔门丶｜eemd〕
阐	〔门丨｜ijml〕
着	〔目｜vcyo・veyo・voyo〕
羚	〔｜lkys〕
羝	〔氐｜diyd〕
羟	〔工｜qlyg〕
盖	〔皿｜geym・gdym〕
眷	〔目｜jrjo〕
粝	〔米万｜limw〕
粘	〔米口｜nmmk・vjmk〕
粗	〔米且｜cumq〕
粕	〔米白｜pomb〕
粒	〔米立｜liml〕
断	〔米斤｜drmj〕
剪	〔丷刀｜jmbd〕
兽	〔丷口｜uzbk〕
敝	〔丶攵｜bidw〕
焐	〔火口｜wuhk〕
焊	〔火干｜hjhg〕
烯	〔火巾｜xihj〕
焓	〔火口｜hjhk〕
焕	〔火大｜hrhd〕
烽	〔火丰｜fghf〕
焖	〔火心｜mfhx〕
烷	〔火儿｜wjhe〕
烺	〔火良｜lhhl〕
焌	〔火夂｜quhw・jyhw〕
清	〔氵月｜qkdo〕
渍	〔氵人｜zidr〕
添	〔氵｜tmdx〕
渚	〔氵日｜vudo〕
鸿	〔氵鸟｜hsdn〕
淇	〔氵八｜qidb〕
淋	〔氵木｜lbdm〕
淅	〔氵斤｜xidj〕
淞	〔氵厶｜ssds〕
渎	〔氵大｜dudd〕
涯	〔氵土｜yadt〕
淹	〔氵电｜yjdd〕
涿	〔氵ㄟ｜vodn〕
渠	〔氵木｜qudm〕
渐	〔氵斤｜jmdj〕
淑	〔氵又｜uudy〕
淖	〔氵十｜iodu・ncdu・vodu〕
挲	〔氵手｜sadu・sodu・uadu〕
淌	〔氵口｜ihdk・thdk〕
淏	〔氵天｜hcdt〕
混	〔氵匕｜hydb〕
淠	〔氵丨｜pwdl・pidl〕
涸	〔氵口｜hedk〕
渑	〔氵电｜mmdd・ugdd〕
淮	〔氵｜hkdf〕
淦	〔氵金｜gjdj〕
淆	〔氵月｜xndo〕
渊	〔氵丨｜yrdl〕
淫	〔氵壬｜ybdr〕
淝	〔氵巴｜fwdb〕
渔	〔氵鱼｜yuda〕
淘	〔氵缶fǒu｜tcdf〕
淳	〔氵子｜iydz・vydz〕
液	〔氵ㄟ｜yedn〕
淬	〔氵十｜cvdu〕
淤	〔氵丶｜yudd〕
淡	〔氵火｜djdh〕
淙	〔氵小｜csdx〕
淀	〔氵人｜dmdr〕
涫	〔氵㠯｜grdk〕
深	〔氵木｜ufdm〕
渌	〔氵氺｜ludu〕
涮	〔氵刂｜urdd〕
涵	〔氵凵｜hjdk〕
婆	〔氵女｜podn〕
梁	〔氵木｜lldm〕
渗	〔氵ノ｜ufdp〕
淄	〔氵田｜zidt〕
情	〔忄月｜qkxo〕
惬	〔忄夹｜qpxj〕
悻	〔忄干｜xkxg〕
惜	〔忄日｜xixo〕
惭	〔忄斤｜cjxj〕
悱	〔忄非｜fwxf〕
悼	〔忄十｜dcxu〕
惝	〔忄口｜ihxk・thxk〕
惧	〔忄八｜juxb〕
惕	〔忄勿｜tixw〕
惘	〔忄亡｜whxw〕
悸	〔忄子｜jixz〕
惟	〔忄｜wwxf〕
惆	〔忄口｜izxk〕
惚	〔忄心｜huxx〕
惊	〔忄小｜jkxx〕
惇	〔忄子｜dyxz〕
惦	〔忄口｜dmxk〕
悴	〔忄十｜cvxu〕
惮	〔忄丨｜djxl・daxl〕
惋	〔忄フ｜wjxv〕
惨	〔忄ノ｜cjxp〕
惯	〔忄人｜grxr〕
寇	〔宀又｜kzby〕
寅	〔宀八｜ybbb〕
寄	〔宀口｜jibk〕
寂	〔宀又｜jiby〕
逭	〔辶㠯｜hrzk〕
宿	〔宀百｜subb・xqbb〕
窒	〔宀土｜vibt〕
窑	〔宀缶fǒu｜ycbf〕
窕	〔宀丶｜tnbd〕
密	〔宀山｜mibe〕
谋	〔讠木｜mzym〕
谌	〔讠フ｜ifyv・ufyv〕
谍	〔讠木｜dpym〕
谎	〔讠フ｜hlyv〕
谏	〔讠柬｜jmyj〕
扈	〔户巴｜huhb〕
皲	〔冖又｜jyby〕
